Cluster_ID,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
0,1.0,0.19400855920114096,0.13509272467903022,0.5878744650499286,0.0049928673323823055,3.0951497860199715,2.4657631954350925,51.69044222539233,40.210970042796006
1,1.0,0.7000000000000002,0.5255319148936173,1.1072948328267478,0.036170212765957464,5.930395136778116,4.764133738601823,32.817629179331306,26.457781155015198
